id,digit
4847,2
4848,5
4849,1
4850,1
4851,2
4852,6
4853,8
4854,0
4855,4
4856,3
4857,9
4858,8
4859,1
4860,3
4861,3
4862,3
4863,3
4864,5
4865,7
4866,2
4867,1
4868,2
4869,1
4870,2
4871,0
4872,7
4873,5
4874,9
4875,0
4876,4
4877,0
4878,0
4879,8
4880,3
4881,3
4882,6
4883,7
4884,2
4885,8
4886,1
4887,4
4888,3
4889,7
4890,0
4891,3
4892,5
4893,3
4894,6
4895,6
4896,9
4897,5
4898,0
4899,0
4900,8
4901,2
4902,4
4903,7
4904,0
4905,3
4906,7
4907,4
4908,7
4909,9
4910,8
4911,1
4912,8
4913,2
4914,5
4915,2
4916,4
4917,6
4918,0
4919,2
4920,7
4921,5
4922,2
4923,8
4924,7
4925,4
4926,3
4927,2
4928,2
4929,6
4930,6
4931,8
4932,2
4933,0
4934,2
4935,1
4936,2
4937,0
4938,6
4939,4
4940,6
4941,8
4942,3
4943,9
4944,9
4945,2
4946,7
4947,7
4948,7
4949,6
4950,8
4951,0
4952,1
4953,7
4954,2
4955,5
4956,1
4957,1
4958,6
4959,0
4960,8
4961,2
4962,0
4963,7
4964,4
4965,3
4966,0
4967,0
4968,2
4969,0
4970,3
4971,2
4972,0
4973,7
4974,7
4975,4
4976,4
4977,5
4978,6
4979,1
4980,7
4981,3
4982,9
4983,9
4984,1
4985,7
4986,2
4987,7
4988,2
4989,0
4990,1
4991,4
4992,1
4993,2
4994,0
4995,3
4996,8
4997,7
4998,4
4999,3
5000,8
5001,3
5002,9
5003,1
5004,1
5005,8
5006,0
5007,0
5008,8
5009,7
5010,6
5011,9
5012,6
5013,9
5014,5
5015,0
5016,3
5017,5
5018,5
5019,0
5020,8
5021,1
5022,1
5023,7
5024,8
5025,1
5026,7
5027,9
5028,2
5029,7
5030,9
5031,3
5032,0
5033,7
5034,8
5035,0
5036,7
5037,4
5038,9
5039,4
5040,7
5041,1
5042,1
5043,6
5044,2
5045,6
5046,6
5047,3
5048,1
5049,8
5050,2
5051,1
5052,5
5053,6
5054,4
5055,8
5056,5
5057,8
5058,9
5059,4
5060,5
5061,1
5062,0
5063,3
5064,5
5065,5
5066,7
5067,7
5068,0
5069,8
5070,7
5071,5
5072,8
5073,8
5074,6
5075,8
5076,7
5077,0
5078,3
5079,8
5080,7
5081,1
5082,2
5083,9
5084,0
5085,9
5086,6
5087,7
5088,0
5089,7
5090,2
5091,3
5092,6
5093,2
5094,0
5095,0
5096,1
5097,0
5098,1
5099,3
5100,3
5101,3
5102,0
5103,1
5104,4
5105,1
5106,8
5107,7
5108,0
5109,6
5110,7
5111,7
5112,9
5113,2
5114,0
5115,7
5116,3
5117,1
5118,0
5119,4
5120,8
5121,8
5122,4
5123,7
5124,1
5125,4
5126,4
5127,7
5128,1
5129,7
5130,9
5131,7
5132,7
5133,8
5134,1
5135,7
5136,1
5137,1
5138,6
5139,7
5140,0
5141,7
5142,8
5143,3
5144,2
5145,1
5146,7
5147,8
5148,1
5149,0
5150,8
5151,2
5152,0
5153,8
5154,0
5155,7
5156,9
5157,9
5158,1
5159,1
5160,2
5161,4
5162,9
5163,6
5164,0
5165,6
5166,1
5167,4
5168,9
5169,2
5170,5
5171,9
5172,8
5173,8
5174,1
5175,7
5176,5
5177,8
5178,8
5179,9
5180,7
5181,3
5182,1
5183,3
5184,7
5185,2
5186,2
5187,8
5188,9
5189,1
5190,0
5191,7
5192,5
5193,7
5194,0
5195,5
5196,7
5197,0
5198,5
5199,2
5200,2
5201,8
5202,9
5203,0
5204,1
5205,6
5206,3
5207,7
5208,6
5209,9
5210,2
5211,5
5212,6
5213,0
5214,2
5215,1
5216,1
5217,1
5218,0
5219,8
5220,8
5221,0
5222,4
5223,3
5224,0
5225,7
5226,2
5227,1
5228,0
5229,7
5230,2
5231,5
5232,6
5233,1
5234,5
5235,2
5236,6
5237,1
5238,1
5239,0
5240,1
5241,4
5242,4
5243,6
5244,5
5245,5
5246,0
5247,0
5248,3
5249,7
5250,0
5251,5
5252,3
5253,4
5254,4
5255,3
5256,6
5257,1
5258,6
5259,1
5260,1
5261,7
5262,0
5263,8
5264,8
5265,5
5266,1
5267,9
5268,8
5269,3
5270,8
5271,1
5272,7
5273,8
5274,8
5275,4
5276,5
5277,5
5278,3
5279,0
5280,6
5281,1
5282,6
5283,4
5284,3
5285,7
5286,1
5287,2
5288,2
5289,8
5290,8
5291,1
5292,3
5293,8
5294,5
5295,7
5296,6
5297,2
5298,2
5299,9
5300,3
5301,0
5302,5
5303,2
5304,2
5305,2
5306,5
5307,4
5308,4
5309,4
5310,0
5311,2
5312,3
5313,2
5314,2
5315,8
5316,5
5317,8
5318,0
5319,2
5320,3
5321,1
5322,7
5323,6
5324,7
5325,8
5326,1
5327,2
5328,5
5329,1
5330,2
5331,4
5332,0
5333,4
5334,0
5335,0
5336,5
5337,8
5338,6
5339,9
5340,1
5341,9
5342,2
5343,0
5344,4
5345,6
5346,6
5347,8
5348,2
5349,3
5350,5
5351,4
5352,2
5353,3
5354,7
5355,6
5356,0
5357,7
5358,1
5359,1
5360,5
5361,9
5362,5
5363,1
5364,5
5365,0
5366,7
5367,4
5368,6
5369,1
5370,4
5371,4
5372,1
5373,9
5374,3
5375,3
5376,3
5377,3
5378,7
5379,2
5380,0
5381,5
5382,3
5383,8
5384,9
5385,4
5386,7
5387,0
5388,4
5389,7
5390,2
5391,5
5392,2
5393,9
5394,7
5395,0
5396,5
5397,1
5398,2
5399,0
5400,4
5401,2
5402,7
5403,2
5404,9
5405,6
5406,2
5407,6
5408,5
5409,4
5410,3
5411,2
5412,1
5413,6
5414,1
5415,5
5416,1
5417,8
5418,6
5419,2
5420,2
5421,2
5422,2
5423,0
5424,2
5425,9
5426,2
5427,9
5428,1
5429,4
5430,8
5431,1
5432,1
5433,1
5434,8
5435,0
5436,6
5437,1
5438,0
5439,7
5440,9
5441,8
5442,5
5443,2
5444,0
5445,3
5446,2
5447,7
5448,3
5449,0
5450,3
5451,5
5452,9
5453,2
5454,4
5455,0
5456,8
5457,0
5458,9
5459,5
5460,5
5461,6
5462,2
5463,9
5464,2
5465,0
5466,1
5467,5
5468,5
5469,2
5470,7
5471,7
5472,1
5473,4
5474,8
5475,2
5476,3
5477,7
5478,8
5479,1
5480,0
5481,5
5482,7
5483,8
5484,8
5485,2
5486,4
5487,9
5488,9
5489,6
5490,9
5491,2
5492,6
5493,2
5494,4
5495,8
5496,3
5497,7
5498,4
5499,3
5500,7
5501,0
5502,9
5503,0
5504,7
5505,0
5506,8
5507,2
5508,5
5509,5
5510,9
5511,0
5512,4
5513,1
5514,5
5515,3
5516,5
5517,5
5518,1
5519,5
5520,3
5521,1
5522,9
5523,1
5524,2
5525,9
5526,6
5527,1
5528,2
5529,9
5530,5
5531,1
5532,3
5533,3
5534,5
5535,7
5536,2
5537,5
5538,4
5539,6
5540,0
5541,5
5542,3
5543,6
5544,5
5545,3
5546,8
5547,6
5548,1
5549,2
5550,1
5551,3
5552,1
5553,1
5554,0
5555,1
5556,0
5557,9
5558,6
5559,9
5560,9
5561,0
5562,5
5563,8
5564,5
5565,2
5566,4
5567,9
5568,5
5569,1
5570,2
5571,0
5572,4
5573,6
5574,0
5575,3
5576,0
5577,2
5578,6
5579,6
5580,2
5581,7
5582,3
5583,6
5584,1
5585,5
5586,0
5587,9
5588,6
5589,0
5590,2
5591,2
5592,2
5593,2
5594,8
5595,7
5596,2
5597,3
5598,9
5599,6
5600,2
5601,0
5602,2
5603,8
5604,2
5605,7
5606,2
5607,2
5608,3
5609,2
5610,9
5611,0
5612,7
5613,1
5614,0
5615,2
5616,4
5617,0
5618,1
5619,8
5620,8
5621,2
5622,9
5623,1
5624,2
5625,0
5626,6
5627,3
5628,5
5629,9
5630,8
5631,8
5632,5
5633,5
5634,7
5635,5
5636,7
5637,9
5638,8
5639,8
5640,4
5641,6
5642,5
5643,9
5644,2
5645,5
5646,3
5647,1
5648,9
5649,1
5650,9
5651,3
5652,5
5653,0
5654,7
5655,4
5656,2
5657,6
5658,4
5659,4
5660,1
5661,9
5662,8
5663,9
5664,2
5665,2
5666,3
5667,3
5668,6
5669,3
5670,3
5671,0
5672,7
5673,2
5674,6
5675,4
5676,9
5677,1
5678,7
5679,8
5680,1
5681,1
5682,2
5683,1
5684,4
5685,5
5686,0
5687,0
5688,1
5689,0
5690,0
5691,2
5692,1
5693,8
5694,3
5695,3
5696,1
5697,4
5698,1
5699,0
5700,0
5701,1
5702,8
5703,6
5704,2
5705,0
5706,5
5707,4
5708,8
5709,2
5710,7
5711,9
5712,8
5713,7
5714,5
5715,7
5716,2
5717,0
5718,6
5719,0
5720,7
5721,3
5722,6
5723,7
5724,1
5725,6
5726,5
5727,6
5728,0
5729,6
5730,3
5731,7
5732,7
5733,9
5734,4
5735,4
5736,7
5737,8
5738,7
5739,2
5740,3
5741,8
5742,7
5743,3
5744,6
5745,0
5746,1
5747,1
5748,1
5749,6
5750,5
5751,2
5752,7
5753,8
5754,8
5755,3
5756,7
5757,9
5758,0
5759,9
5760,3
5761,1
5762,9
5763,9
5764,8
5765,7
5766,6
5767,1
5768,5
5769,4
5770,2
5771,9
5772,7
5773,7
5774,5
5775,2
5776,7
5777,3
5778,0
5779,3
5780,2
5781,5
5782,3
5783,7
5784,2
5785,2
5786,1
5787,9
5788,0
5789,2
5790,1
5791,2
5792,3
5793,3
5794,2
5795,7
5796,2
5797,2
5798,6
5799,8
5800,9
5801,5
5802,5
5803,4
5804,9
5805,7
5806,2
5807,5
5808,2
5809,3
5810,3
5811,1
5812,8
5813,8
5814,1
5815,1
5816,0
5817,9
5818,5
5819,3
5820,8
5821,8
5822,2
5823,4
5824,2
5825,6
5826,8
5827,8
5828,4
5829,9
5830,4
5831,9
5832,8
5833,4
5834,6
5835,5
5836,6
5837,4
5838,8
5839,3
5840,1
5841,5
5842,7
5843,5
5844,1
5845,5
5846,6
5847,8
5848,7
5849,8
5850,1
5851,2
5852,1
5853,6
5854,5
5855,7
5856,2
5857,4
5858,5
5859,7
5860,2
5861,9
5862,0
5863,7
5864,1
5865,0
5866,9
5867,1
5868,9
5869,2
5870,9
5871,5
5872,3
5873,3
5874,6
5875,9
5876,0
5877,5
5878,0
5879,6
5880,2
5881,5
5882,2
5883,4
5884,1
5885,7
5886,6
5887,4
5888,7
5889,8
5890,3
5891,1
5892,5
5893,8
5894,0
5895,2
5896,8
5897,2
5898,5
5899,6
5900,6
5901,5
5902,8
5903,0
5904,4
5905,0
5906,0
5907,9
5908,8
5909,3
5910,7
5911,1
5912,2
5913,3
5914,4
5915,5
5916,7
5917,3
5918,1
5919,9
5920,0
5921,8
5922,8
5923,2
5924,8
5925,8
5926,1
5927,2
5928,6
5929,8
5930,8
5931,5
5932,7
5933,7
5934,0
5935,0
5936,6
5937,0
5938,2
5939,5
5940,7
5941,3
5942,6
5943,3
5944,2
5945,8
5946,2
5947,7
5948,4
5949,2
5950,4
5951,1
5952,7
5953,0
5954,2
5955,1
5956,2
5957,8
5958,7
5959,5
5960,1
5961,1
5962,6
5963,4
5964,9
5965,0
5966,8
5967,9
5968,0
5969,5
5970,5
5971,2
5972,0
5973,6
5974,0
5975,7
5976,4
5977,2
5978,7
5979,8
5980,2
5981,1
5982,6
5983,1
5984,8
5985,7
5986,3
5987,2
5988,3
5989,8
5990,5
5991,1
5992,8
5993,4
5994,6
5995,1
5996,1
5997,6
5998,2
5999,5
6000,3
6001,5
6002,3
6003,1
6004,7
6005,6
6006,4
6007,0
6008,8
6009,1
6010,3
6011,6
6012,6
6013,7
6014,2
6015,5
6016,5
6017,8
6018,8
6019,1
6020,1
6021,7
6022,2
6023,2
6024,0
6025,1
6026,6
6027,8
6028,0
6029,2
6030,2
6031,6
6032,9
6033,3
6034,5
6035,7
6036,6
6037,3
6038,9
6039,7
6040,4
6041,2
6042,8
6043,8
6044,0
6045,3
6046,3
6047,3
6048,8
6049,2
6050,9
6051,8
6052,5
6053,1
6054,4
6055,3
6056,0
6057,8
6058,5
6059,6
6060,5
6061,0
6062,2
6063,3
6064,7
6065,7
6066,5
6067,5
6068,9
6069,3
6070,2
6071,1
6072,3
6073,9
6074,8
6075,5
6076,3
6077,9
6078,3
6079,1
6080,4
6081,2
6082,2
6083,9
6084,5
6085,3
6086,0
6087,5
6088,4
6089,7
6090,4
6091,0
6092,8
6093,1
6094,1
6095,7
6096,9
6097,6
6098,7
6099,0
6100,1
6101,7
6102,0
6103,2
6104,7
6105,9
6106,0
6107,9
6108,1
6109,2
6110,5
6111,2
6112,5
6113,0
6114,1
6115,2
6116,0
6117,4
6118,4
6119,5
6120,9
6121,1
6122,6
6123,1
6124,8
6125,7
6126,6
6127,1
6128,0
6129,2
6130,2
6131,9
6132,5
6133,7
6134,2
6135,6
6136,8
6137,6
6138,0
6139,9
6140,1
6141,6
6142,2
6143,0
6144,3
6145,0
6146,7
6147,6
6148,9
6149,5
6150,9
6151,5
6152,1
6153,2
6154,8
6155,7
6156,0
6157,7
6158,7
6159,5
6160,4
6161,3
6162,4
6163,9
6164,4
6165,8
6166,0
6167,6
6168,1
6169,5
6170,1
6171,1
6172,1
6173,1
6174,6
6175,5
6176,7
6177,9
6178,1
6179,3
6180,8
6181,9
6182,1
6183,2
6184,1
6185,5
6186,9
6187,2
6188,3
6189,8
6190,5
6191,8
6192,6
6193,5
6194,8
6195,5
6196,8
6197,2
6198,7
6199,0
6200,7
6201,0
6202,0
6203,1
6204,8
6205,5
6206,1
6207,6
6208,3
6209,2
6210,2
6211,9
6212,0
6213,2
6214,2
6215,9
6216,0
6217,6
6218,2
6219,2
6220,3
6221,0
6222,5
6223,9
6224,6
6225,1
6226,4
6227,9
6228,2
6229,8
6230,2
6231,0
6232,7
6233,5
6234,1
6235,5
6236,5
6237,9
6238,7
6239,1
6240,6
6241,0
6242,7
6243,2
6244,0
6245,9
6246,8
6247,0
6248,1
6249,3
6250,3
6251,3
6252,2
6253,7
6254,9
6255,0
6256,5
6257,4
6258,7
6259,5
6260,7
6261,9
6262,3
6263,4
6264,8
6265,2
6266,3
6267,2
6268,7
6269,1
6270,9
6271,2
6272,2
6273,8
6274,4
6275,7
6276,3
6277,8
6278,5
6279,2
6280,6
6281,2
6282,3
6283,0
6284,1
6285,0
6286,3
6287,6
6288,9
6289,0
6290,4
6291,3
6292,8
6293,5
6294,1
6295,7
6296,2
6297,6
6298,3
6299,3
6300,3
6301,7
6302,5
6303,3
6304,2
6305,7
6306,5
6307,7
6308,5
6309,2
6310,5
6311,2
6312,9
6313,0
6314,0
6315,8
6316,2
6317,4
6318,1
6319,7
6320,4
6321,2
6322,2
6323,2
6324,3
6325,7
6326,7
6327,6
6328,7
6329,2
6330,6
6331,0
6332,6
6333,0
6334,0
6335,9
6336,5
6337,2
6338,8
6339,5
6340,6
6341,1
6342,9
6343,2
6344,7
6345,7
6346,4
6347,9
6348,1
6349,1
6350,5
6351,6
6352,6
6353,0
6354,7
6355,9
6356,1
6357,3
6358,4
6359,5
6360,3
6361,0
6362,6
6363,1
6364,7
6365,7
6366,0
6367,0
6368,6
6369,3
6370,5
6371,4
6372,5
6373,4
6374,2
6375,4
6376,0
6377,3
6378,3
6379,7
6380,0
6381,3
6382,4
6383,6
6384,2
6385,6
6386,6
6387,9
6388,7
6389,9
6390,0
6391,4
6392,5
6393,2
6394,2
6395,5
6396,2
6397,3
6398,7
6399,8
6400,2
6401,2
6402,5
6403,6
6404,3
6405,7
6406,7
6407,1
6408,1
6409,0
6410,2
6411,7
6412,3
6413,5
6414,8
6415,9
6416,6
6417,0
6418,6
6419,3
6420,8
6421,6
6422,8
6423,1
6424,7
6425,7
6426,0
6427,3
6428,9
6429,2
6430,4
6431,6
6432,4
6433,2
6434,4
6435,9
6436,0
6437,2
6438,7
6439,4
6440,1
6441,1
6442,0
6443,8
6444,8
6445,7
6446,1
6447,1
6448,4
6449,3
6450,4
6451,9
6452,8
6453,3
6454,2
6455,6
6456,3
6457,0
6458,5
6459,1
6460,0
6461,3
6462,3
6463,0
6464,3
6465,4
6466,7
6467,4
6468,8
6469,3
6470,1
6471,3
6472,1
6473,0
6474,9
6475,5
6476,0
6477,1
6478,5
6479,5
6480,9
6481,5
6482,2
6483,9
6484,1
6485,1
6486,2
6487,2
6488,7
6489,8
6490,8
6491,1
6492,2
6493,7
6494,1
6495,2
6496,0
6497,8
6498,7
6499,8
6500,9
6501,8
6502,3
6503,3
6504,5
6505,8
6506,6
6507,0
6508,0
6509,2
6510,3
6511,7
6512,6
6513,1
6514,2
6515,3
6516,4
6517,3
6518,0
6519,3
6520,4
6521,1
6522,3
6523,3
6524,8
6525,4
6526,9
6527,7
6528,2
6529,2
6530,3
6531,2
6532,8
6533,1
6534,6
6535,2
6536,0
6537,8
6538,3
6539,0
6540,2
6541,2
6542,9
6543,7
6544,0
6545,0
6546,2
6547,8
6548,0
6549,6
6550,3
6551,7
6552,1
6553,2
6554,8
6555,6
6556,2
6557,2
6558,8
6559,3
6560,8
6561,9
6562,6
6563,5
6564,9
6565,8
6566,2
6567,1
6568,3
6569,1
6570,3
6571,6
6572,8
6573,7
6574,1
6575,1
6576,2
6577,9
6578,1
6579,9
6580,1
6581,8
6582,4
6583,0
6584,8
6585,1
6586,7
6587,1
6588,9
6589,9
6590,4
6591,9
6592,3
6593,9
6594,2
6595,1
6596,5
6597,0
6598,3
6599,1
6600,5
6601,1
6602,7
6603,5
6604,8
6605,7
6606,5
6607,9
6608,3
6609,8
6610,9
6611,9
6612,7
6613,9
6614,7
6615,7
6616,5
6617,5
6618,5
6619,9
6620,0
6621,1
6622,0
6623,6
6624,6
6625,2
6626,6
6627,2
6628,9
6629,2
6630,1
6631,6
6632,8
6633,7
6634,2
6635,1
6636,1
6637,2
6638,8
6639,2
6640,5
6641,0
6642,4
6643,0
6644,6
6645,6
6646,1
6647,1
6648,2
6649,5
6650,8
6651,9
6652,0
6653,0
6654,0
6655,2
6656,6
6657,4
6658,6
6659,2
6660,9
6661,3
6662,2
6663,7
6664,5
6665,1
6666,1
6667,8
6668,2
6669,3
6670,0
6671,7
6672,1
6673,0
6674,3
6675,4
6676,1
6677,5
6678,4
6679,1
6680,5
6681,7
6682,3
6683,3
6684,3
6685,1
6686,1
6687,9
6688,6
6689,2
6690,8
6691,2
6692,5
6693,7
6694,1
6695,9
6696,2
6697,6
6698,0
6699,1
6700,5
6701,2
6702,8
6703,7
6704,7
6705,9
6706,2
6707,2
6708,1
6709,2
6710,0
6711,0
6712,2
6713,5
6714,4
6715,8
6716,9
6717,6
6718,8
6719,2
6720,7
6721,6
6722,5
6723,8
6724,2
6725,1
6726,9
6727,1
6728,2
6729,3
6730,7
6731,7
6732,9
6733,3
6734,1
6735,7
6736,7
6737,0
6738,3
6739,2
6740,1
6741,5
6742,0
6743,4
6744,2
6745,8
6746,1
6747,0
6748,5
6749,4
6750,5
6751,4
6752,9
6753,1
6754,5
6755,7
6756,8
6757,4
6758,0
6759,8
6760,7
6761,4
6762,0
6763,1
6764,0
6765,2
6766,9
6767,5
6768,8
6769,7
6770,6
6771,0
6772,1
6773,6
6774,8
6775,1
6776,0
6777,2
6778,2
6779,6
6780,0
6781,8
6782,7
6783,8
6784,3
6785,2
6786,5
6787,7
6788,3
6789,2
6790,0
6791,3
6792,0
6793,3
6794,5
6795,2
6796,5
6797,0
6798,0
6799,6
6800,8
6801,6
6802,5
6803,6
6804,0
6805,0
6806,9
6807,0
6808,3
6809,4
6810,0
6811,9
6812,9
6813,6
6814,6
6815,7
6816,6
6817,0
6818,6
6819,3
6820,4
6821,1
6822,4
6823,1
6824,3
6825,3
6826,3
6827,3
6828,1
6829,6
6830,4
6831,2
6832,7
6833,2
6834,1
6835,1
6836,8
6837,6
6838,7
6839,2
6840,7
6841,0
6842,6
6843,7
6844,6
6845,5
6846,8
6847,3
6848,3
6849,0
6850,4
6851,5
6852,6
6853,1
6854,7
6855,4
6856,3
6857,9
6858,1
6859,9
6860,8
6861,6
6862,7
6863,3
6864,5
6865,1
6866,2
6867,9
6868,1
6869,9
6870,2
6871,8
6872,6
6873,1
6874,5
6875,8
6876,3
6877,3
6878,1
6879,4
6880,7
6881,3
6882,7
6883,3
6884,4
6885,0
6886,9
6887,4
6888,9
6889,3
6890,4
6891,1
6892,5
6893,6
6894,4
6895,5
6896,6
6897,0
6898,4
6899,8
6900,9
6901,6
6902,1
6903,0
6904,6
6905,7
6906,3
6907,6
6908,0
6909,3
6910,7
6911,4
6912,4
6913,4
6914,1
6915,3
6916,0
6917,9
6918,0
6919,1
6920,4
6921,4
6922,4
6923,1
6924,3
6925,1
6926,2
6927,1
6928,0
6929,1
6930,4
6931,3
6932,0
6933,0
6934,3
6935,0
6936,9
6937,2
6938,1
6939,9
6940,9
6941,4
6942,0
6943,7
6944,7
6945,0
6946,2
6947,4
6948,6
6949,2
6950,2
6951,5
6952,3
6953,0
6954,7
6955,6
6956,2
6957,3
6958,4
6959,1
6960,2
6961,2
6962,4
6963,0
6964,3
6965,2
6966,4
6967,0
6968,8
6969,3
6970,2
6971,6
6972,4
6973,0
6974,8
6975,4
6976,4
6977,2
6978,3
6979,8
6980,1
6981,1
6982,5
6983,7
6984,8
6985,7
6986,9
6987,4
6988,8
6989,2
6990,7
6991,7
6992,1
6993,9
6994,8
6995,6
6996,9
6997,4
6998,4
6999,1
7000,8
7001,5
7002,8
7003,6
7004,7
7005,4
7006,6
7007,9
7008,8
7009,9
7010,3
7011,6
7012,2
7013,5
7014,9
7015,5
7016,5
7017,2
7018,2
7019,2
7020,3
7021,2
7022,6
7023,5
7024,0
7025,2
7026,3
7027,2
7028,7
7029,0
7030,5
7031,0
7032,1
7033,2
7034,2
7035,5
7036,6
7037,0
7038,4
7039,0
7040,3
7041,4
7042,7
7043,1
7044,3
7045,2
7046,6
7047,6
7048,3
7049,2
7050,8
7051,9
7052,8
7053,3
7054,8
7055,4
7056,4
7057,3
7058,5
7059,0
7060,3
7061,7
7062,4
7063,4
7064,3
7065,2
7066,3
7067,5
7068,9
7069,9
7070,9
7071,3
7072,2
7073,5
7074,0
7075,7
7076,3
7077,3
7078,4
7079,5
7080,2
7081,3
7082,1
7083,0
7084,6
7085,0
7086,5
7087,1
7088,7
7089,9
7090,2
7091,7
7092,2
7093,9
7094,5
7095,1
7096,7
7097,4
7098,8
7099,0
7100,6
7101,2
7102,0
7103,8
7104,1
7105,8
7106,0
7107,5
7108,7
7109,8
7110,7
7111,1
7112,0
7113,7
7114,6
7115,4
7116,2
7117,4
7118,5
7119,6
7120,7
7121,7
7122,2
7123,5
7124,1
7125,0
7126,9
7127,5
7128,9
7129,3
7130,8
7131,6
7132,7
7133,7
7134,3
7135,3
7136,0
7137,5
7138,7
7139,4
7140,6
7141,8
7142,3
7143,4
7144,0
7145,1
7146,5
7147,4
7148,7
7149,6
7150,7
7151,6
7152,1
7153,8
7154,6
7155,1
7156,4
7157,5
7158,6
7159,7
7160,8
7161,0
7162,2
7163,4
7164,5
7165,3
7166,0
7167,2
7168,2
7169,7
7170,6
7171,4
7172,9
7173,1
7174,8
7175,9
7176,9
7177,6
7178,4
7179,5
7180,5
7181,1
7182,3
7183,7
7184,2
7185,9
7186,4
7187,3
7188,2
7189,5
7190,9
7191,2
7192,5
7193,3
7194,1
7195,2
7196,3
7197,0
7198,6
7199,6
7200,0
7201,4
7202,9
7203,2
7204,1
7205,9
7206,7
7207,5
7208,9
7209,6
7210,1
7211,3
7212,2
7213,1
7214,2
7215,5
7216,1
7217,1
7218,2
7219,6
7220,9
7221,7
7222,2
7223,8
7224,2
7225,2
7226,3
7227,6
7228,3
7229,5
7230,3
7231,3
7232,7
7233,0
7234,1
7235,0
7236,2
7237,0
7238,6
7239,7
7240,8
7241,2
7242,2
7243,1
7244,3
7245,7
7246,9
7247,3
7248,9
7249,6
7250,4
7251,4
7252,1
7253,7
7254,9
7255,3
7256,1
7257,8
7258,4
7259,4
7260,7
7261,6
7262,1
7263,4
7264,3
7265,3
7266,9
7267,4
7268,0
7269,6
7270,5
7271,3
7272,0
7273,2
7274,1
7275,6
7276,6
7277,9
7278,7
7279,1
7280,6
7281,7
7282,5
7283,0
7284,4
7285,6
7286,3
7287,3
7288,2
7289,4
7290,6
7291,0
7292,0
7293,3
7294,0
7295,0
7296,5
7297,1
7298,9
7299,3
7300,6
7301,3
7302,3
7303,2
7304,4
7305,7
7306,7
7307,7
7308,4
7309,2
7310,0
7311,1
7312,0
7313,3
7314,6
7315,4
7316,6
7317,8
7318,1
7319,1
7320,2
7321,5
7322,7
7323,0
7324,1
7325,1
7326,2
7327,5
7328,2
7329,7
7330,7
7331,1
7332,3
7333,4
7334,5
7335,1
7336,8
7337,3
7338,5
7339,4
7340,0
7341,2
7342,6
7343,2
7344,1
7345,1
7346,3
7347,6
7348,2
7349,7
7350,8
7351,4
7352,1
7353,3
7354,7
7355,3
7356,3
7357,7
7358,8
7359,0
7360,1
7361,8
7362,5
7363,9
7364,7
7365,8
7366,5
7367,3
7368,9
7369,8
7370,3
7371,4
7372,2
7373,2
7374,7
7375,8
7376,7
7377,8
7378,7
7379,6
7380,5
7381,3
7382,1
7383,2
7384,6
7385,8
7386,0
7387,2
7388,0
7389,2
7390,0
7391,3
7392,2
7393,4
7394,6
7395,1
7396,0
7397,7
7398,9
7399,6
7400,7
7401,6
7402,9
7403,8
7404,1
7405,1
7406,9
7407,9
7408,4
7409,6
7410,5
7411,0
7412,9
7413,2
7414,3
7415,9
7416,0
7417,8
7418,3
7419,3
7420,0
7421,7
7422,2
7423,4
7424,3
7425,2
7426,6
7427,0
7428,0
7429,8
7430,2
7431,3
7432,7
7433,8
7434,3
7435,8
7436,8
7437,8
7438,5
7439,5
7440,0
7441,6
7442,7
7443,8
7444,0
7445,7
7446,1
7447,2
7448,1
7449,7
7450,7
7451,2
7452,7
7453,1
7454,7
7455,1
7456,0
7457,8
7458,0
7459,3
7460,3
7461,6
7462,4
7463,3
7464,5
7465,1
7466,7
7467,7
7468,9
7469,8
7470,0
7471,8
7472,0
7473,5
7474,2
7475,0
7476,9
7477,3
7478,5
7479,6
7480,5
7481,1
7482,5
7483,2
7484,6
7485,2
7486,7
7487,2
7488,1
7489,4
7490,1
7491,5
7492,7
7493,5
7494,4
7495,7
7496,1
7497,8
7498,7
7499,0
7500,0
7501,0
7502,7
7503,3
7504,9
7505,8
7506,5
7507,4
7508,1
7509,7
7510,0
7511,8
7512,0
7513,2
7514,3
7515,3
7516,3
7517,8
7518,6
7519,2
7520,1
7521,3
7522,0
7523,2
7524,6
7525,7
7526,2
7527,7
7528,7
7529,3
7530,2
7531,6
7532,0
7533,9
7534,4
7535,0
7536,1
7537,8
7538,4
7539,8
7540,2
7541,3
7542,9
7543,0
7544,5
7545,9
7546,0
7547,3
7548,4
7549,6
7550,8
7551,8
7552,5
7553,3
7554,8
7555,6
7556,2
7557,2
7558,9
7559,5
7560,2
7561,3
7562,5
7563,7
7564,3
7565,2
7566,0
7567,8
7568,5
7569,9
7570,0
7571,8
7572,1
7573,9
7574,2
7575,6
7576,7
7577,6
7578,5
7579,6
7580,0
7581,6
7582,1
7583,4
7584,0
7585,5
7586,6
7587,8
7588,6
7589,0
7590,7
7591,6
7592,7
7593,1
7594,0
7595,0
7596,7
7597,1
7598,5
7599,0
7600,3
7601,2
7602,2
7603,3
7604,2
7605,8
7606,0
7607,6
7608,6
7609,1
7610,4
7611,1
7612,6
7613,4
7614,5
7615,3
7616,4
7617,7
7618,3
7619,2
7620,3
7621,7
7622,8
7623,1
7624,7
7625,9
7626,6
7627,0
7628,5
7629,5
7630,0
7631,6
7632,1
7633,4
7634,4
7635,5
7636,0
7637,0
7638,4
7639,1
7640,0
7641,3
7642,6
7643,7
7644,1
7645,9
